order_id,customer_id,customer_segment,order_date,region,category,product,quantity,price,discount,total_sales
29490,5652,home_office,2023-01-02,usa,electronics,phone,3,1618.48,0.14,4855.4400000000005
7969,9479,corporate,2023-01-02,asia,electronics,phone,3,1218.68,0.21,3656.04
81,9761,consumer,2023-01-02,usa,fashion,jacket,1,83.7,0.11,83.7
38112,1068,consumer,2023-01-02,asia,fashion,shoes,4,194.89,0.07,779.56
6744,3117,consumer,2023-01-02,europe,fashion,shirt,2,88.89,0.2,177.78
29968,4771,corporate,2023-01-02,asia,fashion,jeans,3,130.53,0.13,391.59000000000003
11347,2761,home_office,2023-01-02,usa,accessories,bag,5,293.85,0.24,1469.25
30316,4038,home_office,2023-01-02,usa,electronics,headphones,3,1262.47,0.01,3787.41
30788,3964,consumer,2023-01-02,usa,accessories,bag,1,45.55,0.13,45.55
44627,8153,home_office,2023-01-02,middle east,fashion,shoes,5,169.05,0.0,845.25
6497,9275,corporate,2023-01-02,europe,fashion,jacket,4,37.62,0.14,150.48
34569,8202,consumer,2023-01-02,asia,fashion,jeans,4,109.97,0.14,439.88
44637,8723,home_office,2023-01-02,asia,accessories,watch,3,148.48,0.24,445.43999999999994
7355,4623,corporate,2023-01-02,usa,fashion,shirt,1,58.68,0.23,58.68
7124,8952,home_office,2023-01-02,europe,electronics,phone,4,1242.99,0.16,4971.96
29188,2298,consumer,2023-01-02,usa,accessories,belt,4,162.57,0.09,650.28
19186,8684,consumer,2023-01-02,asia,electronics,tablet,3,1288.55,0.08,3865.6499999999996
5680,1957,consumer,2023-01-02,middle east,fashion,jeans,4,60.81,0.24,243.24
36190,8943,home_office,2023-01-02,asia,accessories,watch,1,129.73,0.2,129.73
27988,3892,consumer,2023-01-02,usa,fashion,jeans,2,107.36,0.27,214.72
43232,2464,corporate,2023-01-02,europe,electronics,laptop,5,1635.27,0.14,8176.35
26686,9648,home_office,2023-01-02,usa,fashion,jacket,4,28.48,0.0,113.92
24910,5045,consumer,2023-01-02,europe,fashion,shoes,3,29.33,0.2,87.99
41487,9144,home_office,2023-01-02,middle east,fashion,shoes,5,100.82,0.27,504.09999999999997
42482,4712,home_office,2023-01-02,asia,fashion,shirt,1,57.76,0.15,57.76
43004,4949,corporate,2023-01-02,asia,accessories,bag,2,252.87,0.3,505.74
41517,4818,consumer,2023-01-02,middle east,accessories,bag,5,207.13,0.09,1035.65
8934,5679,consumer,2023-01-02,asia,fashion,jacket,2,36.66,0.19,73.32
15293,9921,home_office,2023-01-02,europe,fashion,shoes,2,147.33,0.17,294.66
48852,9602,home_office,2023-01-02,middle east,electronics,laptop,2,1275.77,0.0,2551.54
16865,8321,home_office,2023-01-02,middle east,electronics,tablet,5,682.72,0.15,3413.6000000000004
2243,1841,corporate,2023-01-02,middle east,fashion,shoes,1,106.26,0.02,106.26
17026,6206,consumer,2023-01-02,middle east,accessories,bag,3,126.24,0.08,378.71999999999997
33137,4209,home_office,2023-01-02,europe,electronics,phone,3,1519.79,0.17,4559.37
17090,8634,corporate,2023-01-02,asia,electronics,laptop,4,1851.53,0.05,7406.12
47654,2767,corporate,2023-01-02,europe,fashion,jacket,2,130.54,0.24,261.08
4705,2456,consumer,2023-01-02,asia,fashion,jeans,1,65.08,0.02,65.08
37687,7248,corporate,2023-01-03,middle east,electronics,phone,4,464.78,0.2,1859.12
36832,4746,consumer,2023-01-03,asia,accessories,belt,4,20.22,0.08,80.88
7072,1685,corporate,2023-01-03,middle east,fashion,jacket,4,99.6,0.29,398.4
49492,1150,home_office,2023-01-03,asia,electronics,phone,3,416.73,0.21,1250.19
15316,3257,consumer,2023-01-03,europe,accessories,belt,4,228.14,0.09,912.56
13262,9302,consumer,2023-01-03,europe,fashion,shirt,3,107.7,0.3,323.1
46859,9486,corporate,2023-01-03,usa,electronics,laptop,5,504.0,0.07,2520.0
12544,8591,consumer,2023-01-03,usa,electronics,phone,3,1753.56,0.07,5260.68
17144,1538,corporate,2023-01-03,middle east,accessories,belt,3,17.9,0.17,53.699999999999996
15841,4834,consumer,2023-01-03,europe,accessories,belt,1,106.94,0.16,106.94
17673,7779,corporate,2023-01-03,europe,accessories,watch,3,34.51,0.02,103.53
2370,3433,corporate,2023-01-03,europe,fashion,shoes,4,151.0,0.11,604.0
45695,4454,consumer,2023-01-03,middle east,accessories,belt,4,220.38,0.13,881.52
16652,5951,home_office,2023-01-03,middle east,electronics,headphones,3,1617.45,0.08,4852.35
8706,2671,corporate,2023-01-03,usa,fashion,jacket,5,125.84,0.04,629.2
45364,9510,consumer,2023-01-03,usa,accessories,bag,1,53.71,0.09,53.71
3124,3292,home_office,2023-01-03,middle east,electronics,laptop,4,611.53,0.12,2446.12
2785,2355,consumer,2023-01-03,middle east,electronics,laptop,1,1845.12,0.13,1845.12
13959,3853,home_office,2023-01-03,europe,fashion,shirt,4,123.03,0.15,492.12
37215,5364,home_office,2023-01-03,asia,accessories,watch,4,197.38,0.01,789.52
22724,3731,home_office,2023-01-03,middle east,electronics,phone,2,1774.39,0.1,3548.78
23780,5084,consumer,2023-01-03,middle east,fashion,shirt,3,64.95,0.02,194.85000000000002
41592,9422,home_office,2023-01-03,europe,accessories,belt,4,129.27,0.08,517.08
33654,1778,corporate,2023-01-03,usa,electronics,headphones,3,1040.57,0.12,3121.71
20721,1378,consumer,2023-01-03,usa,electronics,laptop,3,1192.31,0.02,3576.93
20700,2342,home_office,2023-01-03,asia,electronics,laptop,1,821.91,0.13,821.91
22207,6273,corporate,2023-01-03,asia,electronics,headphones,3,1178.52,0.18,3535.56
43340,3165,corporate,2023-01-03,asia,accessories,belt,4,17.76,0.14,71.04
40762,1426,consumer,2023-01-03,europe,fashion,shoes,3,126.62,0.27,379.86
1148,5459,home_office,2023-01-03,asia,accessories,belt,1,31.01,0.18,31.01
44730,5222,home_office,2023-01-03,asia,electronics,headphones,5,749.45,0.01,3747.25
49845,1148,home_office,2023-01-03,middle east,electronics,phone,4,427.21,0.26,1708.84
30291,8492,corporate,2023-01-03,europe,fashion,jeans,3,131.19,0.2,393.57
5174,4807,consumer,2023-01-03,europe,electronics,tablet,1,767.8,0.23,767.8
6663,9598,corporate,2023-01-03,asia,accessories,watch,2,84.37,0.07,168.74
3635,9638,home_office,2023-01-03,middle east,fashion,shirt,4,21.36,0.29,85.44
19565,5246,consumer,2023-01-03,middle east,electronics,laptop,1,1502.26,0.13,1502.26
26075,1588,corporate,2023-01-03,usa,electronics,laptop,5,996.85,0.16,4984.25
3270,1766,consumer,2023-01-03,asia,fashion,jacket,4,160.71,0.1,642.84
37174,4858,corporate,2023-01-03,middle east,electronics,tablet,2,420.79,0.25,841.58
48887,8313,home_office,2023-01-03,middle east,accessories,watch,2,251.99,0.02,503.98
23392,1202,consumer,2023-01-03,asia,electronics,phone,5,1782.39,0.2,8911.95
44876,3303,corporate,2023-01-03,asia,fashion,shirt,2,197.08,0.3,394.16
27611,8014,corporate,2023-01-03,usa,accessories,belt,5,31.09,0.3,155.45
5373,2543,home_office,2023-01-04,asia,fashion,jacket,4,169.15,0.14,676.6
16799,1015,home_office,2023-01-04,asia,fashion,jeans,2,56.25,0.06,112.5
16623,4614,corporate,2023-01-04,europe,fashion,jeans,5,132.01,0.19,660.05
23587,2352,corporate,2023-01-04,usa,fashion,shirt,1,46.73,0.07,46.73
8732,6942,consumer,2023-01-04,asia,electronics,headphones,3,1340.3,0.08,4020.8999999999996
49115,2197,corporate,2023-01-04,europe,fashion,jeans,5,98.85,0.21,494.25
41468,7647,consumer,2023-01-04,middle east,electronics,laptop,4,1819.82,0.06,7279.28
46649,3603,corporate,2023-01-04,usa,electronics,headphones,2,1915.83,0.26,3831.66
2311,3365,corporate,2023-01-04,usa,fashion,jeans,3,57.31,0.18,171.93
41178,8154,home_office,2023-01-04,europe,electronics,phone,5,517.45,0.07,2587.25
24860,9660,consumer,2023-01-04,asia,fashion,shirt,4,173.04,0.18,692.16
15473,1947,consumer,2023-01-04,usa,fashion,jeans,5,82.91,0.06,414.54999999999995
174,1302,consumer,2023-01-04,asia,fashion,jeans,4,42.84,0.18,171.36
26121,2185,home_office,2023-01-04,middle east,fashion,shirt,5,139.86,0.11,699.3000000000001
4341,6242,corporate,2023-01-04,asia,fashion,shirt,4,179.88,0.14,719.52
45615,7115,corporate,2023-01-04,europe,electronics,laptop,2,375.26,0.1,750.52
40163,9095,consumer,2023-01-04,usa,electronics,phone,4,465.96,0.07,1863.84
396,9111,home_office,2023-01-04,usa,fashion,shirt,2,193.29,0.07,386.58
12123,1577,corporate,2023-01-04,usa,electronics,laptop,3,925.63,0.04,2776.89
7026,7189,home_office,2023-01-04,europe,accessories,bag,5,267.36,0.2,1336.8000000000002
41706,9094,consumer,2023-01-04,asia,accessories,watch,1,24.86,0.28,24.86
1985,2004,consumer,2023-01-04,europe,accessories,belt,1,230.01,0.04,230.01
45113,3952,home_office,2023-01-04,middle east,accessories,bag,2,245.29,0.06,490.58
11850,7226,corporate,2023-01-04,asia,fashion,shirt,5,37.61,0.26,188.05
7246,2389,consumer,2023-01-04,usa,electronics,laptop,5,1087.07,0.0,5435.349999999999
20052,4698,home_office,2023-01-04,usa,fashion,jacket,4,24.63,0.11,98.52
17742,8753,consumer,2023-01-04,asia,accessories,belt,1,286.36,0.03,286.36
44588,3774,home_office,2023-01-04,asia,fashion,jacket,3,32.27,0.24,96.81
20533,9726,home_office,2023-01-04,asia,fashion,jacket,2,69.61,0.2,139.22
46761,9386,corporate,2023-01-04,asia,accessories,watch,2,61.13,0.21,122.26
30201,9706,consumer,2023-01-04,usa,accessories,watch,2,129.55,0.12,259.1
49762,2667,consumer,2023-01-04,usa,electronics,phone,4,1064.8,0.13,4259.2
8222,2256,home_office,2023-01-04,middle east,accessories,bag,2,132.87,0.2,265.74
5716,5021,home_office,2023-01-04,europe,fashion,shirt,4,80.81,0.3,323.24
47816,4430,consumer,2023-01-04,usa,electronics,headphones,2,906.75,0.25,1813.5
14005,2902,home_office,2023-01-04,usa,accessories,belt,4,138.83,0.23,555.32
38595,6791,consumer,2023-01-04,usa,accessories,bag,4,62.48,0.16,249.92
22314,6713,consumer,2023-01-04,usa,electronics,headphones,4,1119.83,0.01,4479.32
14395,6442,corporate,2023-01-04,asia,accessories,watch,5,243.45,0.15,1217.25
38037,1265,consumer,2023-01-04,middle east,accessories,bag,4,168.35,0.07,673.4
21698,3480,corporate,2023-01-04,middle east,electronics,headphones,4,861.92,0.05,3447.68
29308,2646,consumer,2023-01-04,middle east,accessories,belt,2,51.34,0.28,102.68
27836,3669,corporate,2023-01-05,middle east,electronics,tablet,1,924.56,0.26,924.56
28128,7976,corporate,2023-01-05,usa,electronics,phone,4,1059.06,0.13,4236.24
12691,4387,corporate,2023-01-05,middle east,accessories,watch,2,121.56,0.09,243.12
12403,1585,consumer,2023-01-05,middle east,electronics,laptop,1,1149.77,0.04,1149.77
13688,6960,home_office,2023-01-05,usa,electronics,headphones,2,1182.77,0.07,2365.54
31124,9827,consumer,2023-01-05,middle east,accessories,watch,5,212.23,0.2,1061.1499999999999
41555,9796,corporate,2023-01-05,middle east,electronics,laptop,1,1533.98,0.18,1533.98
46413,4204,consumer,2023-01-05,middle east,electronics,phone,4,518.05,0.16,2072.2
19058,1425,corporate,2023-01-05,asia,electronics,tablet,3,296.71,0.23,890.1299999999999
27313,6055,consumer,2023-01-05,usa,fashion,shoes,2,181.69,0.27,363.38
18809,5829,home_office,2023-01-05,europe,electronics,headphones,5,706.91,0.27,3534.5499999999997
18806,5130,consumer,2023-01-05,middle east,accessories,watch,3,197.26,0.18,591.78
18333,5376,consumer,2023-01-05,usa,electronics,phone,4,1936.35,0.07,7745.4
19745,3626,corporate,2023-01-05,europe,electronics,phone,1,824.69,0.14,824.69
18145,5246,home_office,2023-01-05,middle east,electronics,phone,4,1831.15,0.09,7324.6
35511,4609,corporate,2023-01-05,asia,electronics,tablet,5,1370.26,0.24,6851.3
34008,8896,consumer,2023-01-05,middle east,fashion,jeans,4,72.54,0.19,290.16
44375,3886,home_office,2023-01-05,asia,accessories,watch,1,90.89,0.27,90.89
44321,4867,consumer,2023-01-05,usa,electronics,headphones,5,507.15,0.3,2535.75
17510,7555,home_office,2023-01-05,usa,electronics,phone,5,1194.0,0.19,5970.0
22613,3540,home_office,2023-01-05,europe,electronics,phone,5,1974.13,0.01,9870.650000000001
41137,8916,consumer,2023-01-05,usa,accessories,belt,4,44.15,0.09,176.6
35766,4525,home_office,2023-01-05,usa,accessories,bag,2,15.95,0.26,31.9
41196,6815,home_office,2023-01-05,europe,accessories,watch,2,89.41,0.21,178.82
476,1904,home_office,2023-01-05,europe,fashion,shirt,4,175.38,0.23,701.52
2305,3072,home_office,2023-01-05,middle east,fashion,jeans,5,143.01,0.06,715.05
43596,1214,corporate,2023-01-05,asia,electronics,phone,2,399.88,0.03,799.76
1465,1747,consumer,2023-01-05,middle east,accessories,watch,5,27.42,0.18,137.10000000000002
45717,6309,home_office,2023-01-05,asia,accessories,bag,2,43.2,0.18,86.4
25155,7259,consumer,2023-01-05,middle east,accessories,watch,4,93.21,0.14,372.84
15324,3162,home_office,2023-01-05,europe,fashion,shoes,5,105.16,0.14,525.8
26597,5413,consumer,2023-01-05,middle east,electronics,laptop,4,527.98,0.26,2111.92
15311,6196,corporate,2023-01-05,asia,fashion,shoes,4,102.49,0.08,409.96
27658,5457,home_office,2023-01-05,europe,electronics,laptop,3,543.59,0.2,1630.77
19398,4320,corporate,2023-01-05,middle east,electronics,headphones,5,1529.21,0.06,7646.05
17686,5516,home_office,2023-01-05,middle east,electronics,headphones,4,867.77,0.18,3471.08
8745,8929,corporate,2023-01-05,middle east,electronics,tablet,4,1459.22,0.24,5836.88
48469,8128,home_office,2023-01-05,usa,accessories,watch,4,111.61,0.3,446.44
10016,2012,consumer,2023-01-05,usa,fashion,jeans,1,122.81,0.13,122.81
10257,4757,home_office,2023-01-05,europe,fashion,jacket,5,96.75,0.27,483.75
49001,7090,home_office,2023-01-05,usa,fashion,jacket,5,171.14,0.26,855.6999999999999
38402,9274,consumer,2023-01-05,middle east,accessories,watch,5,28.99,0.28,144.95
9479,9215,consumer,2023-01-05,middle east,fashion,shoes,2,58.39,0.11,116.78
9466,2465,consumer,2023-01-05,asia,accessories,bag,1,138.0,0.04,138.0
4066,4371,consumer,2023-01-05,middle east,electronics,phone,3,315.95,0.09,947.8499999999999
47411,5428,home_office,2023-01-05,usa,accessories,belt,3,43.74,0.12,131.22
27514,3433,corporate,2023-01-06,europe,accessories,belt,1,130.78,0.05,130.78
6048,4653,consumer,2023-01-06,middle east,accessories,bag,3,36.17,0.04,108.51
13836,3106,home_office,2023-01-06,europe,accessories,belt,2,64.27,0.08,128.54
31520,4893,home_office,2023-01-06,middle east,fashion,shoes,2,156.63,0.01,313.26
49255,2852,corporate,2023-01-06,europe,accessories,bag,1,214.1,0.16,214.1
35832,5564,consumer,2023-01-06,europe,accessories,watch,2,38.21,0.18,76.42
16520,5667,consumer,2023-01-06,middle east,accessories,belt,2,209.61,0.07,419.22
12358,4245,consumer,2023-01-06,asia,accessories,bag,2,228.76,0.04,457.52
365,8646,home_office,2023-01-06,europe,accessories,watch,4,117.54,0.14,470.16
38630,6513,consumer,2023-01-06,asia,electronics,tablet,5,888.22,0.11,4441.1
39022,4465,corporate,2023-01-06,usa,accessories,bag,5,41.48,0.07,207.39999999999998
14476,5922,consumer,2023-01-06,asia,accessories,bag,3,168.41,0.08,505.23
41579,9932,home_office,2023-01-06,usa,accessories,bag,3,275.63,0.25,826.89
45800,5923,corporate,2023-01-06,asia,electronics,laptop,2,357.24,0.13,714.48
680,3336,consumer,2023-01-06,usa,fashion,shoes,3,38.16,0.19,114.47999999999999
49400,7620,consumer,2023-01-06,usa,fashion,jeans,4,75.05,0.04,300.2
12589,1336,consumer,2023-01-06,middle east,accessories,belt,2,94.73,0.06,189.46
20397,5957,consumer,2023-01-06,asia,electronics,tablet,3,1108.18,0.16,3324.54
26242,6783,consumer,2023-01-06,usa,fashion,jeans,1,67.39,0.22,67.39
39689,2980,corporate,2023-01-06,usa,accessories,watch,2,218.09,0.09,436.18
9508,8480,home_office,2023-01-06,europe,fashion,jeans,5,180.51,0.08,902.55
46572,8581,consumer,2023-01-06,europe,fashion,jacket,1,125.8,0.23,125.8
26821,1470,home_office,2023-01-06,middle east,electronics,tablet,4,448.37,0.3,1793.48
40269,7261,consumer,2023-01-06,middle east,electronics,headphones,1,1403.44,0.07,1403.44
47743,2488,corporate,2023-01-06,middle east,fashion,shirt,3,82.57,0.26,247.70999999999998
34305,1096,home_office,2023-01-06,middle east,accessories,belt,1,44.73,0.01,44.73
389,3196,consumer,2023-01-06,middle east,electronics,tablet,3,484.0,0.09,1452.0
30957,2607,home_office,2023-01-06,middle east,fashion,jeans,3,182.29,0.15,546.87
22444,6331,corporate,2023-01-06,asia,fashion,jacket,1,162.05,0.02,162.05
35211,5847,home_office,2023-01-06,usa,electronics,headphones,2,660.11,0.2,1320.22
33158,1477,consumer,2023-01-06,asia,accessories,watch,4,60.64,0.08,242.56
44108,4287,home_office,2023-01-06,asia,fashion,jacket,5,179.71,0.21,898.5500000000001
48471,3585,corporate,2023-01-06,asia,electronics,tablet,5,884.04,0.09,4420.2
41642,8837,consumer,2023-01-06,usa,accessories,belt,5,234.8,0.19,1174.0
11257,6094,consumer,2023-01-06,middle east,fashion,jacket,5,31.7,0.09,158.5
38871,5072,corporate,2023-01-06,asia,electronics,headphones,2,933.48,0.2,1866.96
19265,2575,consumer,2023-01-06,asia,electronics,tablet,2,505.79,0.27,1011.58
35507,6641,corporate,2023-01-06,europe,fashion,shirt,1,166.09,0.16,166.09
5123,5402,corporate,2023-01-06,usa,fashion,jeans,1,161.57,0.06,161.57
23800,5539,consumer,2023-01-06,europe,fashion,shoes,1,157.54,0.2,157.54
36545,2221,corporate,2023-01-06,middle east,accessories,watch,3,238.9,0.06,716.7
17508,5413,home_office,2023-01-06,middle east,fashion,shoes,2,77.59,0.01,155.18
17173,5625,corporate,2023-01-06,asia,fashion,shirt,3,121.15,0.21,363.45000000000005
11796,4506,home_office,2023-01-06,asia,accessories,bag,2,51.68,0.19,103.36
38026,9954,consumer,2023-01-06,asia,fashion,shirt,1,104.61,0.11,104.61
38492,7689,home_office,2023-01-06,asia,electronics,headphones,4,1129.59,0.17,4518.36
17562,1813,consumer,2023-01-06,europe,electronics,laptop,5,1955.58,0.19,9777.9
45081,3502,consumer,2023-01-07,usa,electronics,phone,4,1130.64,0.22,4522.56
22816,9299,home_office,2023-01-07,usa,fashion,jeans,5,79.08,0.08,395.4
19142,6759,home_office,2023-01-07,usa,accessories,watch,4,181.87,0.15,727.48
5621,5730,consumer,2023-01-07,europe,fashion,shirt,2,44.05,0.2,88.1
8612,3100,consumer,2023-01-07,usa,electronics,headphones,5,1833.81,0.2,9169.05
27827,7051,home_office,2023-01-07,middle east,electronics,phone,1,1650.85,0.16,1650.85
34022,5483,consumer,2023-01-07,asia,accessories,watch,3,75.22,0.08,225.66
1760,8730,corporate,2023-01-07,middle east,fashion,jacket,1,150.08,0.04,150.08
35597,4155,home_office,2023-01-07,europe,electronics,tablet,5,1957.61,0.04,9788.05
307,7931,home_office,2023-01-07,europe,fashion,shoes,1,183.48,0.2,183.48
15234,4763,consumer,2023-01-07,usa,accessories,watch,3,236.62,0.19,709.86
16148,4967,home_office,2023-01-07,europe,electronics,laptop,3,1167.23,0.23,3501.69
6938,5141,consumer,2023-01-07,asia,electronics,tablet,3,543.35,0.04,1630.0500000000002
9289,8396,corporate,2023-01-07,europe,accessories,bag,5,47.41,0.16,237.04999999999998
4682,7792,consumer,2023-01-07,europe,electronics,tablet,5,1251.95,0.26,6259.75
40937,6158,home_office,2023-01-07,middle east,fashion,shoes,3,46.6,0.08,139.8
2126,6878,home_office,2023-01-07,usa,electronics,headphones,2,1627.4,0.18,3254.8
15542,1458,corporate,2023-01-07,middle east,fashion,jacket,3,162.41,0.11,487.23
8246,6398,consumer,2023-01-07,asia,fashion,shirt,3,187.09,0.28,561.27
49471,6957,home_office,2023-01-07,middle east,electronics,phone,2,972.76,0.13,1945.52
17561,4707,corporate,2023-01-07,usa,fashion,jacket,4,84.6,0.18,338.4
16020,2772,corporate,2023-01-07,europe,fashion,shirt,2,141.93,0.24,283.86
4785,2292,consumer,2023-01-07,middle east,electronics,phone,5,1985.3,0.27,9926.5
17502,1545,corporate,2023-01-07,usa,fashion,jacket,3,68.78,0.09,206.34
9548,2719,home_office,2023-01-07,asia,accessories,belt,1,37.28,0.12,37.28
26151,4554,corporate,2023-01-07,middle east,accessories,bag,2,35.61,0.29,71.22
28281,3945,corporate,2023-01-07,usa,accessories,watch,4,32.99,0.12,131.96
49321,6605,corporate,2023-01-07,usa,electronics,laptop,1,1155.83,0.02,1155.83
20598,5600,consumer,2023-01-07,usa,accessories,watch,2,144.92,0.28,289.84
10874,8121,home_office,2023-01-07,usa,fashion,jacket,2,105.79,0.22,211.58
3893,5206,home_office,2023-01-07,middle east,fashion,jeans,3,144.57,0.15,433.71
36863,8481,corporate,2023-01-07,usa,fashion,jacket,4,43.22,0.11,172.88
11843,7954,consumer,2023-01-07,europe,accessories,watch,4,208.5,0.11,834.0
2831,4288,corporate,2023-01-07,usa,accessories,bag,1,145.85,0.04,145.85
36565,6268,home_office,2023-01-07,middle east,electronics,headphones,2,1875.2,0.15,3750.4
49014,4046,home_office,2023-01-07,europe,accessories,watch,2,159.15,0.1,318.3
34425,7247,home_office,2023-01-07,middle east,accessories,bag,3,62.58,0.24,187.74
11994,3106,consumer,2023-01-07,asia,accessories,belt,5,22.01,0.19,110.05000000000001
10076,2103,home_office,2023-01-07,usa,electronics,headphones,3,980.0,0.21,2940.0
30455,7796,consumer,2023-01-07,asia,accessories,watch,3,227.2,0.04,681.5999999999999
29683,7183,corporate,2023-01-07,europe,fashion,jacket,1,115.71,0.29,115.71
18094,1730,corporate,2023-01-08,middle east,fashion,jeans,5,156.23,0.17,781.15
26816,5205,home_office,2023-01-08,asia,accessories,belt,5,90.85,0.16,454.25
6433,4286,home_office,2023-01-08,asia,accessories,watch,5,83.05,0.16,415.25
42874,3505,home_office,2023-01-08,asia,electronics,laptop,3,392.36,0.0,1177.08
2947,9127,corporate,2023-01-08,middle east,accessories,watch,3,32.6,0.06,97.80000000000001
16160,8037,corporate,2023-01-08,middle east,electronics,laptop,1,1393.67,0.19,1393.67
5918,6102,corporate,2023-01-08,asia,electronics,laptop,3,1187.55,0.05,3562.6499999999996
47375,6555,consumer,2023-01-08,europe,accessories,bag,1,254.82,0.11,254.82
49235,4157,consumer,2023-01-08,europe,electronics,phone,4,489.51,0.0,1958.04
532,8901,corporate,2023-01-08,asia,fashion,shoes,4,89.72,0.21,358.88
23846,7247,corporate,2023-01-08,usa,fashion,shoes,5,29.68,0.11,148.4
44212,1286,corporate,2023-01-08,middle east,electronics,tablet,4,1428.63,0.25,5714.52
38646,1917,home_office,2023-01-08,europe,accessories,bag,1,60.73,0.16,60.73
37297,1129,corporate,2023-01-08,usa,electronics,tablet,2,775.57,0.27,1551.14
26464,1778,home_office,2023-01-08,asia,fashion,jeans,1,24.98,0.02,24.98
36068,9830,home_office,2023-01-08,europe,accessories,bag,3,272.7,0.15,818.0999999999999
