order_id,customer_id,customer_segment,order_date,region,category,product,quantity,price,discount,total_sales
16652,5951,home_office,2023-01-03,middle east,electronics,headphones,3,1617.45,0.08,4464.16
8706,2671,corporate,2023-01-03,usa,fashion,jacket,5,125.84,0.04,604.03
45364,9510,consumer,2023-01-03,usa,accessories,bag,1,53.71,0.09,48.88
3124,3292,home_office,2023-01-03,middle east,electronics,laptop,4,611.53,0.12,2152.59
2785,2355,consumer,2023-01-03,middle east,electronics,laptop,1,1845.12,0.13,1605.25
13959,3853,home_office,2023-01-03,europe,fashion,shirt,4,123.03,0.15,418.3
37215,5364,home_office,2023-01-03,asia,accessories,watch,4,197.38,0.01,781.62
22724,3731,home_office,2023-01-03,middle east,electronics,phone,2,1774.39,0.1,3193.9
23780,5084,consumer,2023-01-03,middle east,fashion,shirt,3,64.95,0.02,190.95
41592,9422,home_office,2023-01-03,europe,accessories,belt,4,129.27,0.08,475.71
33654,1778,corporate,2023-01-03,usa,electronics,headphones,3,1040.57,0.12,2747.1
20721,1378,consumer,2023-01-03,usa,electronics,laptop,3,1192.31,0.02,3505.39
20700,2342,home_office,2023-01-03,asia,electronics,laptop,1,821.91,0.13,715.06
22207,6273,corporate,2023-01-03,asia,electronics,headphones,3,1178.52,0.18,2899.16
43340,3165,corporate,2023-01-03,asia,accessories,belt,4,17.76,0.14,61.09
40762,1426,consumer,2023-01-03,europe,fashion,shoes,3,126.62,0.27,277.3
1148,5459,home_office,2023-01-03,asia,accessories,belt,1,31.01,0.18,25.43
44730,5222,home_office,2023-01-03,asia,electronics,headphones,5,749.45,0.01,3709.78
49845,1148,home_office,2023-01-03,middle east,electronics,phone,4,427.21,0.26,1264.54
30291,8492,corporate,2023-01-03,europe,fashion,jeans,3,131.19,0.2,314.86
5174,4807,consumer,2023-01-03,europe,electronics,tablet,1,767.8,0.23,591.21
6663,9598,corporate,2023-01-03,asia,accessories,watch,2,84.37,0.07,156.93
3635,9638,home_office,2023-01-03,middle east,fashion,shirt,4,21.36,0.29,60.66
19565,5246,consumer,2023-01-03,middle east,electronics,laptop,1,1502.26,0.13,1306.97
26075,1588,corporate,2023-01-03,usa,electronics,laptop,5,996.85,0.16,4186.77
3270,1766,consumer,2023-01-03,asia,fashion,jacket,4,160.71,0.1,578.56
37174,4858,corporate,2023-01-03,middle east,electronics,tablet,2,420.79,0.25,631.19
48887,8313,home_office,2023-01-03,middle east,accessories,watch,2,251.99,0.02,493.9
23392,1202,consumer,2023-01-03,asia,electronics,phone,5,1782.39,0.2,7129.56
44876,3303,corporate,2023-01-03,asia,fashion,shirt,2,197.08,0.3,275.91
27611,8014,corporate,2023-01-03,usa,accessories,belt,5,31.09,0.3,108.81
5373,2543,home_office,2023-01-04,asia,fashion,jacket,4,169.15,0.14,581.88
16799,1015,home_office,2023-01-04,asia,fashion,jeans,2,56.25,0.06,105.75
16623,4614,corporate,2023-01-04,europe,fashion,jeans,5,132.01,0.19,534.64
23587,2352,corporate,2023-01-04,usa,fashion,shirt,1,46.73,0.07,43.46
8732,6942,consumer,2023-01-04,asia,electronics,headphones,3,1340.3,0.08,3699.23
49115,2197,corporate,2023-01-04,europe,fashion,jeans,5,98.85,0.21,390.46
41468,7647,consumer,2023-01-04,middle east,electronics,laptop,4,1819.82,0.06,6842.52
46649,3603,corporate,2023-01-04,usa,electronics,headphones,2,1915.83,0.26,2835.43
2311,3365,corporate,2023-01-04,usa,fashion,jeans,3,57.31,0.18,140.98
41178,8154,home_office,2023-01-04,europe,electronics,phone,5,517.45,0.07,2406.14
24860,9660,consumer,2023-01-04,asia,fashion,shirt,4,173.04,0.18,567.57
15473,1947,consumer,2023-01-04,usa,fashion,jeans,5,82.91,0.06,389.68
174,1302,consumer,2023-01-04,asia,fashion,jeans,4,42.84,0.18,140.52
26121,2185,home_office,2023-01-04,middle east,fashion,shirt,5,139.86,0.11,622.38
4341,6242,corporate,2023-01-04,asia,fashion,shirt,4,179.88,0.14,618.79
45615,7115,corporate,2023-01-04,europe,electronics,laptop,2,375.26,0.1,675.47
40163,9095,consumer,2023-01-04,usa,electronics,phone,4,465.96,0.07,1733.37
396,9111,home_office,2023-01-04,usa,fashion,shirt,2,193.29,0.07,359.52
12123,1577,corporate,2023-01-04,usa,electronics,laptop,3,925.63,0.04,2665.81
7026,7189,home_office,2023-01-04,europe,accessories,bag,5,267.36,0.2,1069.44
41706,9094,consumer,2023-01-04,asia,accessories,watch,1,24.86,0.28,17.9
1985,2004,consumer,2023-01-04,europe,accessories,belt,1,230.01,0.04,220.81
45113,3952,home_office,2023-01-04,middle east,accessories,bag,2,245.29,0.06,461.15
11850,7226,corporate,2023-01-04,asia,fashion,shirt,5,37.61,0.26,139.16
7246,2389,consumer,2023-01-04,usa,electronics,laptop,5,1087.07,0.0,5435.35
20052,4698,home_office,2023-01-04,usa,fashion,jacket,4,24.63,0.11,87.68
17742,8753,consumer,2023-01-04,asia,accessories,belt,1,286.36,0.03,277.77
44588,3774,home_office,2023-01-04,asia,fashion,jacket,3,32.27,0.24,73.58
20533,9726,home_office,2023-01-04,asia,fashion,jacket,2,69.61,0.2,111.38
46761,9386,corporate,2023-01-04,asia,accessories,watch,2,61.13,0.21,96.59
30201,9706,consumer,2023-01-04,usa,accessories,watch,2,129.55,0.12,228.01
49762,2667,consumer,2023-01-04,usa,electronics,phone,4,1064.8,0.13,3705.5
8222,2256,home_office,2023-01-04,middle east,accessories,bag,2,132.87,0.2,212.59
5716,5021,home_office,2023-01-04,europe,fashion,shirt,4,80.81,0.3,226.27
47816,4430,consumer,2023-01-04,usa,electronics,headphones,2,906.75,0.25,1360.12
14005,2902,home_office,2023-01-04,usa,accessories,belt,4,138.83,0.23,427.6
38595,6791,consumer,2023-01-04,usa,accessories,bag,4,62.48,0.16,209.93
22314,6713,consumer,2023-01-04,usa,electronics,headphones,4,1119.83,0.01,4434.53
14395,6442,corporate,2023-01-04,asia,accessories,watch,5,243.45,0.15,1034.66
38037,1265,consumer,2023-01-04,middle east,accessories,bag,4,168.35,0.07,626.26
21698,3480,corporate,2023-01-04,middle east,electronics,headphones,4,861.92,0.05,3275.3
29308,2646,consumer,2023-01-04,middle east,accessories,belt,2,51.34,0.28,73.93
27836,3669,corporate,2023-01-05,middle east,electronics,tablet,1,924.56,0.26,684.17
28128,7976,corporate,2023-01-05,usa,electronics,phone,4,1059.06,0.13,3685.53
12691,4387,corporate,2023-01-05,middle east,accessories,watch,2,121.56,0.09,221.24
12403,1585,consumer,2023-01-05,middle east,electronics,laptop,1,1149.77,0.04,1103.78
13688,6960,home_office,2023-01-05,usa,electronics,headphones,2,1182.77,0.07,2199.95
31124,9827,consumer,2023-01-05,middle east,accessories,watch,5,212.23,0.2,848.92
41555,9796,corporate,2023-01-05,middle east,electronics,laptop,1,1533.98,0.18,1257.86
46413,4204,consumer,2023-01-05,middle east,electronics,phone,4,518.05,0.16,1740.65
19058,1425,corporate,2023-01-05,asia,electronics,tablet,3,296.71,0.23,685.4
27313,6055,consumer,2023-01-05,usa,fashion,shoes,2,181.69,0.27,265.27
18809,5829,home_office,2023-01-05,europe,electronics,headphones,5,706.91,0.27,2580.22
18806,5130,consumer,2023-01-05,middle east,accessories,watch,3,197.26,0.18,485.26
18333,5376,consumer,2023-01-05,usa,electronics,phone,4,1936.35,0.07,7203.22
19745,3626,corporate,2023-01-05,europe,electronics,phone,1,824.69,0.14,709.23
18145,5246,home_office,2023-01-05,middle east,electronics,phone,4,1831.15,0.09,6665.39
35511,4609,corporate,2023-01-05,asia,electronics,tablet,5,1370.26,0.24,5206.99
34008,8896,consumer,2023-01-05,middle east,fashion,jeans,4,72.54,0.19,235.03
44375,3886,home_office,2023-01-05,asia,accessories,watch,1,90.89,0.27,66.35
44321,4867,consumer,2023-01-05,usa,electronics,headphones,5,507.15,0.3,1775.02
17510,7555,home_office,2023-01-05,usa,electronics,phone,5,1194.0,0.19,4835.7
22613,3540,home_office,2023-01-05,europe,electronics,phone,5,1974.13,0.01,9771.94
41137,8916,consumer,2023-01-05,usa,accessories,belt,4,44.15,0.09,160.71
35766,4525,home_office,2023-01-05,usa,accessories,bag,2,15.95,0.26,23.61
41196,6815,home_office,2023-01-05,europe,accessories,watch,2,89.41,0.21,141.27
476,1904,home_office,2023-01-05,europe,fashion,shirt,4,175.38,0.23,540.17
2305,3072,home_office,2023-01-05,middle east,fashion,jeans,5,143.01,0.06,672.15
43596,1214,corporate,2023-01-05,asia,electronics,phone,2,399.88,0.03,775.77
1465,1747,consumer,2023-01-05,middle east,accessories,watch,5,27.42,0.18,112.42
45717,6309,home_office,2023-01-05,asia,accessories,bag,2,43.2,0.18,70.85
25155,7259,consumer,2023-01-05,middle east,accessories,watch,4,93.21,0.14,320.64
15324,3162,home_office,2023-01-05,europe,fashion,shoes,5,105.16,0.14,452.19
26597,5413,consumer,2023-01-05,middle east,electronics,laptop,4,527.98,0.26,1562.82
15311,6196,corporate,2023-01-05,asia,fashion,shoes,4,102.49,0.08,377.16
27658,5457,home_office,2023-01-05,europe,electronics,laptop,3,543.59,0.2,1304.62
19398,4320,corporate,2023-01-05,middle east,electronics,headphones,5,1529.21,0.06,7187.29
17686,5516,home_office,2023-01-05,middle east,electronics,headphones,4,867.77,0.18,2846.29
8745,8929,corporate,2023-01-05,middle east,electronics,tablet,4,1459.22,0.24,4436.03
48469,8128,home_office,2023-01-05,usa,accessories,watch,4,111.61,0.3,312.51
10016,2012,consumer,2023-01-05,usa,fashion,jeans,1,122.81,0.13,106.84
10257,4757,home_office,2023-01-05,europe,fashion,jacket,5,96.75,0.27,353.14
49001,7090,home_office,2023-01-05,usa,fashion,jacket,5,171.14,0.26,633.22
38402,9274,consumer,2023-01-05,middle east,accessories,watch,5,28.99,0.28,104.36
9479,9215,consumer,2023-01-05,middle east,fashion,shoes,2,58.39,0.11,103.93
9466,2465,consumer,2023-01-05,asia,accessories,bag,1,138.0,0.04,132.48
4066,4371,consumer,2023-01-05,middle east,electronics,phone,3,315.95,0.09,862.54
47411,5428,home_office,2023-01-05,usa,accessories,belt,3,43.74,0.12,115.47
27514,3433,corporate,2023-01-06,europe,accessories,belt,1,130.78,0.05,124.24
6048,4653,consumer,2023-01-06,middle east,accessories,bag,3,36.17,0.04,104.17
13836,3106,home_office,2023-01-06,europe,accessories,belt,2,64.27,0.08,118.26
31520,4893,home_office,2023-01-06,middle east,fashion,shoes,2,156.63,0.01,310.13
49255,2852,corporate,2023-01-06,europe,accessories,bag,1,214.1,0.16,179.84
35832,5564,consumer,2023-01-06,europe,accessories,watch,2,38.21,0.18,62.66
16520,5667,consumer,2023-01-06,middle east,accessories,belt,2,209.61,0.07,389.87
12358,4245,consumer,2023-01-06,asia,accessories,bag,2,228.76,0.04,439.22
365,8646,home_office,2023-01-06,europe,accessories,watch,4,117.54,0.14,404.34
38630,6513,consumer,2023-01-06,asia,electronics,tablet,5,888.22,0.11,3952.58
39022,4465,corporate,2023-01-06,usa,accessories,bag,5,41.48,0.07,192.88
14476,5922,consumer,2023-01-06,asia,accessories,bag,3,168.41,0.08,464.81
41579,9932,home_office,2023-01-06,usa,accessories,bag,3,275.63,0.25,620.17
45800,5923,corporate,2023-01-06,asia,electronics,laptop,2,357.24,0.13,621.6
680,3336,consumer,2023-01-06,usa,fashion,shoes,3,38.16,0.19,92.73
49400,7620,consumer,2023-01-06,usa,fashion,jeans,4,75.05,0.04,288.19
12589,1336,consumer,2023-01-06,middle east,accessories,belt,2,94.73,0.06,178.09
20397,5957,consumer,2023-01-06,asia,electronics,tablet,3,1108.18,0.16,2792.61
26242,6783,consumer,2023-01-06,usa,fashion,jeans,1,67.39,0.22,52.56
39689,2980,corporate,2023-01-06,usa,accessories,watch,2,218.09,0.09,396.92
9508,8480,home_office,2023-01-06,europe,fashion,jeans,5,180.51,0.08,830.35
46572,8581,consumer,2023-01-06,europe,fashion,jacket,1,125.8,0.23,96.87
26821,1470,home_office,2023-01-06,middle east,electronics,tablet,4,448.37,0.3,1255.44
40269,7261,consumer,2023-01-06,middle east,electronics,headphones,1,1403.44,0.07,1305.2
47743,2488,corporate,2023-01-06,middle east,fashion,shirt,3,82.57,0.26,183.31
34305,1096,home_office,2023-01-06,middle east,accessories,belt,1,44.73,0.01,44.28
389,3196,consumer,2023-01-06,middle east,electronics,tablet,3,484.0,0.09,1321.32
30957,2607,home_office,2023-01-06,middle east,fashion,jeans,3,182.29,0.15,464.84
22444,6331,corporate,2023-01-06,asia,fashion,jacket,1,162.05,0.02,158.81
35211,5847,home_office,2023-01-06,usa,electronics,headphones,2,660.11,0.2,1056.18
33158,1477,consumer,2023-01-06,asia,accessories,watch,4,60.64,0.08,223.16
44108,4287,home_office,2023-01-06,asia,fashion,jacket,5,179.71,0.21,709.85
48471,3585,corporate,2023-01-06,asia,electronics,tablet,5,884.04,0.09,4022.38
41642,8837,consumer,2023-01-06,usa,accessories,belt,5,234.8,0.19,950.94
11257,6094,consumer,2023-01-06,middle east,fashion,jacket,5,31.7,0.09,144.24
38871,5072,corporate,2023-01-06,asia,electronics,headphones,2,933.48,0.2,1493.57
19265,2575,consumer,2023-01-06,asia,electronics,tablet,2,505.79,0.27,738.45
35507,6641,corporate,2023-01-06,europe,fashion,shirt,1,166.09,0.16,139.52
5123,5402,corporate,2023-01-06,usa,fashion,jeans,1,161.57,0.06,151.88
23800,5539,consumer,2023-01-06,europe,fashion,shoes,1,157.54,0.2,126.03
36545,2221,corporate,2023-01-06,middle east,accessories,watch,3,238.9,0.06,673.7
17508,5413,home_office,2023-01-06,middle east,fashion,shoes,2,77.59,0.01,153.63
17173,5625,corporate,2023-01-06,asia,fashion,shirt,3,121.15,0.21,287.13
11796,4506,home_office,2023-01-06,asia,accessories,bag,2,51.68,0.19,83.72
38026,9954,consumer,2023-01-06,asia,fashion,shirt,1,104.61,0.11,93.1
38492,7689,home_office,2023-01-06,asia,electronics,headphones,4,1129.59,0.17,3750.24
17562,1813,consumer,2023-01-06,europe,electronics,laptop,5,1955.58,0.19,7920.1
45081,3502,consumer,2023-01-07,usa,electronics,phone,4,1130.64,0.22,3527.6
22816,9299,home_office,2023-01-07,usa,fashion,jeans,5,79.08,0.08,363.77
19142,6759,home_office,2023-01-07,usa,accessories,watch,4,181.87,0.15,618.36
5621,5730,consumer,2023-01-07,europe,fashion,shirt,2,44.05,0.2,70.48
8612,3100,consumer,2023-01-07,usa,electronics,headphones,5,1833.81,0.2,7335.24
27827,7051,home_office,2023-01-07,middle east,electronics,phone,1,1650.85,0.16,1386.71
34022,5483,consumer,2023-01-07,asia,accessories,watch,3,75.22,0.08,207.61
1760,8730,corporate,2023-01-07,middle east,fashion,jacket,1,150.08,0.04,144.08
35597,4155,home_office,2023-01-07,europe,electronics,tablet,5,1957.61,0.04,9396.53
307,7931,home_office,2023-01-07,europe,fashion,shoes,1,183.48,0.2,146.78
15234,4763,consumer,2023-01-07,usa,accessories,watch,3,236.62,0.19,574.99
16148,4967,home_office,2023-01-07,europe,electronics,laptop,3,1167.23,0.23,2696.3
6938,5141,consumer,2023-01-07,asia,electronics,tablet,3,543.35,0.04,1564.85
9289,8396,corporate,2023-01-07,europe,accessories,bag,5,47.41,0.16,199.12
4682,7792,consumer,2023-01-07,europe,electronics,tablet,5,1251.95,0.26,4632.22
40937,6158,home_office,2023-01-07,middle east,fashion,shoes,3,46.6,0.08,128.62
2126,6878,home_office,2023-01-07,usa,electronics,headphones,2,1627.4,0.18,2668.94
15542,1458,corporate,2023-01-07,middle east,fashion,jacket,3,162.41,0.11,433.63
8246,6398,consumer,2023-01-07,asia,fashion,shirt,3,187.09,0.28,404.11
49471,6957,home_office,2023-01-07,middle east,electronics,phone,2,972.76,0.13,1692.6
17561,4707,corporate,2023-01-07,usa,fashion,jacket,4,84.6,0.18,277.49
16020,2772,corporate,2023-01-07,europe,fashion,shirt,2,141.93,0.24,215.73
4785,2292,consumer,2023-01-07,middle east,electronics,phone,5,1985.3,0.27,7246.35
17502,1545,corporate,2023-01-07,usa,fashion,jacket,3,68.78,0.09,187.77
9548,2719,home_office,2023-01-07,asia,accessories,belt,1,37.28,0.12,32.81
26151,4554,corporate,2023-01-07,middle east,accessories,bag,2,35.61,0.29,50.57
28281,3945,corporate,2023-01-07,usa,accessories,watch,4,32.99,0.12,116.12
49321,6605,corporate,2023-01-07,usa,electronics,laptop,1,1155.83,0.02,1132.71
20598,5600,consumer,2023-01-07,usa,accessories,watch,2,144.92,0.28,208.68
10874,8121,home_office,2023-01-07,usa,fashion,jacket,2,105.79,0.22,165.03
3893,5206,home_office,2023-01-07,middle east,fashion,jeans,3,144.57,0.15,368.65
36863,8481,corporate,2023-01-07,usa,fashion,jacket,4,43.22,0.11,153.86
11843,7954,consumer,2023-01-07,europe,accessories,watch,4,208.5,0.11,742.26
2831,4288,corporate,2023-01-07,usa,accessories,bag,1,145.85,0.04,140.02
36565,6268,home_office,2023-01-07,middle east,electronics,headphones,2,1875.2,0.15,3187.84
49014,4046,home_office,2023-01-07,europe,accessories,watch,2,159.15,0.1,286.47
34425,7247,home_office,2023-01-07,middle east,accessories,bag,3,62.58,0.24,142.68
11994,3106,consumer,2023-01-07,asia,accessories,belt,5,22.01,0.19,89.14
10076,2103,home_office,2023-01-07,usa,electronics,headphones,3,980.0,0.21,2322.6
30455,7796,consumer,2023-01-07,asia,accessories,watch,3,227.2,0.04,654.34
29683,7183,corporate,2023-01-07,europe,fashion,jacket,1,115.71,0.29,82.15
18094,1730,corporate,2023-01-08,middle east,fashion,jeans,5,156.23,0.17,648.35
26816,5205,home_office,2023-01-08,asia,accessories,belt,5,90.85,0.16,381.57
6433,4286,home_office,2023-01-08,asia,accessories,watch,5,83.05,0.16,348.81
42874,3505,home_office,2023-01-08,asia,electronics,laptop,3,392.36,0.0,1177.08
2947,9127,corporate,2023-01-08,middle east,accessories,watch,3,32.6,0.06,91.93
16160,8037,corporate,2023-01-08,middle east,electronics,laptop,1,1393.67,0.19,1128.87
5918,6102,corporate,2023-01-08,asia,electronics,laptop,3,1187.55,0.05,3384.52
47375,6555,consumer,2023-01-08,europe,accessories,bag,1,254.82,0.11,226.79
49235,4157,consumer,2023-01-08,europe,electronics,phone,4,489.51,0.0,1958.04
532,8901,corporate,2023-01-08,asia,fashion,shoes,4,89.72,0.21,283.52
23846,7247,corporate,2023-01-08,usa,fashion,shoes,5,29.68,0.11,132.08
44212,1286,corporate,2023-01-08,middle east,electronics,tablet,4,1428.63,0.25,4285.89
38646,1917,home_office,2023-01-08,europe,accessories,bag,1,60.73,0.16,51.01
37297,1129,corporate,2023-01-08,usa,electronics,tablet,2,775.57,0.27,1132.33
26464,1778,home_office,2023-01-08,asia,fashion,jeans,1,24.98,0.02,24.48
36068,9830,home_office,2023-01-08,europe,accessories,bag,3,272.7,0.15,695.38
14924,9600,consumer,2023-01-08,europe,fashion,shirt,1,87.5,0.15,74.38
48841,3621,home_office,2023-01-08,asia,accessories,belt,4,173.35,0.01,686.47
38674,8627,home_office,2023-01-08,usa,electronics,tablet,4,863.04,0.04,3314.07
1828,5981,home_office,2023-01-08,asia,fashion,shirt,4,55.47,0.14,190.82
